subscription_id,account_id,seats,status,mrr,started_on,ended_on
500946,731506,1,active,12.0,2025-02-03 08:07:21,
500947,301410,10,active,240.0,2024-02-24 09:58:29,
500948,845929,4,active,48.0,2025-02-16 11:54:59,
500949,258458,69,active,3036.0,2023-01-01 13:22:10,
500950,412468,4,active,48.0,2023-01-23 09:50:53,
500951,363319,3,active,36.0,2023-04-09 13:04:24,
500952,124671,18,active,432.0,2023-02-18 12:29:32,
500953,520785,3,active,36.0,2023-05-11 15:17:54,
500954,700790,4,active,48.0,2023-01-29 19:16:44,
500955,890103,8,active,96.0,2023-07-12 11:16:24,
500956,284686,4,active,48.0,2023-07-30 10:00:16,
500957,739777,29,active,1276.0,2023-01-30 09:41:54,
500958,772806,7,active,84.0,2023-05-17 19:05:07,
500959,252079,6,active,72.0,2024-11-11 10:13:02,
500960,313943,41,active,984.0,2025-04-21 15:15:16,
500961,368540,6,active,72.0,2023-08-19 16:23:30,
500962,696918,13,active,312.0,2023-02-07 13:41:45,
500963,667992,109,active,4796.0,2025-09-02 12:17:11,
500964,670699,31,active,744.0,2024-05-08 07:11:18,
500965,498799,18,active,432.0,2024-10-11 22:11:43,
500966,301735,3,active,36.0,2024-08-15 00:33:55,
500967,899547,13,active,312.0,2024-07-01 22:41:47,
500968,105131,3,active,36.0,2023-04-20 11:04:44,
500969,228280,25,active,600.0,2025-02-26 15:13:27,
500970,665974,3,active,36.0,2024-02-03 07:27:50,
500971,417940,6,active,72.0,2025-05-14 14:51:50,
500972,780194,32,active,1408.0,2025-01-14 12:19:45,
500973,294902,28,active,672.0,2025-02-23 07:53:44,
500974,558918,35,active,840.0,2024-02-05 09:53:10,
500975,282217,132,active,5808.0,2024-02-16 15:35:26,
500976,318147,3,active,36.0,2025-01-17 09:36:57,
500977,211058,21,active,504.0,2023-05-27 13:53:18,
500978,210309,3,active,36.0,2023-12-15 08:11:37,
500979,876549,29,active,696.0,2023-03-21 23:55:11,
500980,260951,69,active,3036.0,2023-09-27 09:43:47,
500981,925203,3,active,36.0,2024-10-08 10:05:11,
500982,260885,3,active,36.0,2023-06-12 07:43:12,
500983,680171,6,active,72.0,2024-02-25 12:31:47,
500984,347163,13,active,312.0,2024-09-06 09:19:30,
500985,893855,3,active,36.0,2024-07-27 14:08:32,
500986,772957,25,active,600.0,2024-03-21 08:05:47,
500987,695658,9,active,216.0,2023-06-08 11:30:54,
500988,669720,124,active,5456.0,2023-05-14 07:01:01,
500989,784693,12,active,288.0,2023-01-28 07:43:35,
500990,469600,28,active,672.0,2024-02-09 16:08:36,
500991,262660,8,active,192.0,2023-03-06 18:54:29,
500992,725268,11,active,264.0,2023-02-01 16:13:08,
500993,561350,22,active,528.0,2024-12-10 10:21:30,
500994,131876,8,active,96.0,2023-04-08 09:36:12,
500995,102347,26,active,624.0,2025-03-02 15:27:01,
500996,769943,7,active,84.0,2023-01-01 07:26:18,
500997,617749,7,active,84.0,2025-04-03 13:50:40,
500998,995934,14,active,336.0,2025-05-18 13:02:36,
500999,150144,12,active,144.0,2024-05-14 16:52:50,
501000,331311,31,active,744.0,2024-05-15 11:56:23,
501001,176018,29,active,696.0,2024-10-03 16:55:34,
501002,155872,27,active,648.0,2025-06-17 15:56:51,
501003,654271,22,active,528.0,2023-04-12 20:23:13,
501004,247003,28,active,672.0,2023-03-17 10:14:50,
501005,280034,8,active,96.0,2025-02-15 09:55:48,
501006,729870,11,active,264.0,2025-05-27 15:39:49,
501007,862941,16,active,384.0,2025-01-17 14:33:44,
501008,564779,3,active,36.0,2025-04-09 21:02:20,
501009,834134,3,active,36.0,2023-12-08 10:51:18,
501010,621013,3,active,36.0,2025-09-25 11:24:38,
501011,189580,9,active,108.0,2024-08-18 09:11:21,
501012,287710,89,active,3916.0,2024-05-11 13:18:05,
501013,621112,101,active,4444.0,2025-01-23 15:37:04,
501014,838808,32,active,768.0,2023-06-08 08:37:29,
501015,216530,7,active,84.0,2024-04-22 07:17:41,
501016,714944,31,active,744.0,2023-07-01 16:59:29,
501017,460814,3,active,36.0,2023-05-09 13:46:34,
501018,704625,25,active,600.0,2024-10-05 15:18:45,
501019,895559,30,active,720.0,2025-02-25 08:52:00,
501020,954668,18,active,432.0,2024-12-05 19:10:27,
501021,565930,28,active,672.0,2025-07-29 10:15:55,
501022,632926,44,active,1056.0,2025-08-06 14:32:51,
501023,537253,3,active,36.0,2025-08-27 08:44:39,
501024,785078,6,active,72.0,2023-07-30 19:17:42,
501025,395222,8,active,192.0,2024-08-08 09:38:35,
501026,196541,3,active,36.0,2024-07-12 15:21:41,
501027,822666,30,active,720.0,2025-07-03 15:21:24,
501028,990741,5,active,60.0,2025-05-28 17:33:35,
501029,982749,6,active,72.0,2023-02-21 14:16:00,
501030,170008,47,active,2068.0,2025-01-30 09:01:14,
501031,245051,13,active,312.0,2025-06-05 08:11:05,
501032,757526,4,active,48.0,2024-09-30 09:33:24,
501033,744158,25,active,1100.0,2024-03-23 19:53:15,
501034,383211,35,active,840.0,2023-07-07 23:12:04,
501035,558167,39,active,1716.0,2025-09-16 08:14:13,
501036,634053,60,active,2640.0,2023-03-02 14:24:21,
501037,796619,19,active,456.0,2024-03-24 14:31:12,
501038,181128,24,active,576.0,2023-09-16 08:23:39,
501039,987167,21,active,504.0,2024-01-29 14:11:27,
501040,301453,5,active,60.0,2025-05-05 13:01:16,
501041,618342,89,active,3916.0,2023-05-26 11:43:41,
501042,787646,26,active,624.0,2023-06-18 10:25:47,
501043,149208,4,active,48.0,2024-05-12 15:56:19,
501044,739213,6,active,72.0,2025-01-16 09:39:48,
501045,411362,7,active,84.0,2023-11-21 15:00:33,
501046,196847,63,active,2772.0,2024-08-26 06:02:58,
501047,739739,3,active,36.0,2023-08-08 09:21:21,
501048,961788,3,active,36.0,2024-11-03 13:09:30,
501049,349808,17,active,408.0,2024-01-26 14:23:34,
501050,549976,45,active,1980.0,2025-03-08 13:12:55,
501051,580435,25,active,600.0,2023-08-24 16:06:53,
501052,351485,1,active,12.0,2023-08-25 14:25:55,
501053,692735,8,active,96.0,2024-09-04 16:04:53,
501054,733368,4,active,48.0,2024-08-12 11:13:44,
501055,310019,52,active,2288.0,2025-09-16 14:00:14,
501056,854467,30,active,720.0,2024-05-14 09:21:07,
501057,278870,4,active,48.0,2024-12-31 09:55:06,
501058,250089,3,active,36.0,2023-04-05 11:23:45,
501059,462096,81,active,3564.0,2024-11-16 10:26:32,
501060,486520,3,active,36.0,2025-07-27 06:07:50,
501061,944315,37,active,1628.0,2023-09-25 17:42:40,
501062,952233,24,active,576.0,2024-05-31 10:30:51,
501063,482349,7,active,84.0,2023-03-02 17:31:57,
501064,511879,29,active,696.0,2025-05-19 20:59:03,
501065,662010,4,active,48.0,2024-08-01 08:00:11,
501066,208561,8,active,96.0,2023-01-09 09:07:09,
501067,977420,2,active,24.0,2025-08-26 13:56:35,
501068,515850,5,active,60.0,2023-05-20 07:42:33,
501069,791209,7,active,84.0,2025-05-09 17:09:31,
501070,182485,12,active,144.0,2024-04-23 17:14:29,
501071,462638,137,active,6028.0,2023-08-28 12:44:22,
501072,356856,7,active,84.0,2023-11-16 15:01:09,
501073,145787,27,active,648.0,2023-10-22 14:13:27,
501074,175177,3,active,36.0,2025-02-07 20:46:52,
501075,390602,18,active,432.0,2024-02-08 21:43:27,
501076,516809,27,active,648.0,2024-04-12 02:46:09,
501077,119546,6,active,72.0,2023-01-23 09:24:57,
501078,692089,31,active,744.0,2025-07-11 11:06:04,
501079,599218,126,active,5544.0,2023-05-19 14:30:39,
501080,661816,16,active,384.0,2023-10-21 09:42:38,
501081,729073,24,active,576.0,2025-09-01 14:33:07,
501082,913140,11,active,132.0,2023-04-03 10:13:50,
501083,704101,28,active,672.0,2024-01-04 11:12:50,
501084,978965,26,active,624.0,2024-12-28 11:13:23,
501085,375756,25,active,600.0,2023-10-11 16:11:27,
501086,155975,36,active,864.0,2023-01-17 09:52:06,
501087,896894,36,active,1584.0,2025-07-07 15:27:16,
501088,600806,6,active,72.0,2024-07-29 15:44:56,
501089,404963,25,active,600.0,2023-11-22 08:44:37,
501090,399545,8,active,96.0,2024-03-01 14:27:40,
501091,425690,3,active,36.0,2023-07-21 08:08:39,
501092,836465,10,active,240.0,2025-06-14 07:14:13,
501093,444827,3,active,36.0,2024-05-31 07:49:20,
501094,353738,35,active,840.0,2024-04-11 06:30:56,
501095,593883,3,active,36.0,2025-05-13 16:31:50,
501096,232421,35,active,840.0,2025-03-18 10:01:29,
501097,798586,103,active,4532.0,2024-10-15 12:41:06,
501098,224336,3,active,36.0,2023-11-28 06:35:34,
501099,170902,3,active,36.0,2023-05-29 09:15:11,
501100,292435,35,active,840.0,2024-12-18 20:22:02,
501101,346678,17,active,408.0,2025-05-12 20:56:23,
501102,515718,17,active,408.0,2023-07-23 07:57:39,
501103,475777,4,active,48.0,2025-08-09 15:42:10,
501104,991572,15,active,360.0,2023-08-07 08:31:00,
501105,550331,5,active,60.0,2023-08-27 10:19:09,
501106,316635,31,active,744.0,2023-12-19 12:41:07,
501107,983961,20,active,480.0,2025-06-06 10:14:29,
501108,111647,100,active,7900.0,2023-02-09 10:12:57,
501109,856439,6,active,72.0,2023-06-13 16:45:21,
501110,826663,56,active,2464.0,2023-12-01 13:06:27,
501111,491257,28,active,672.0,2023-05-29 12:50:57,
501112,624539,3,active,36.0,2024-04-13 21:26:41,
501113,355983,11,active,264.0,2024-10-27 11:11:33,
501114,517173,8,active,192.0,2023-09-08 08:17:27,
501115,618509,25,active,600.0,2023-07-14 15:41:43,
501116,674609,6,active,72.0,2024-06-29 11:30:59,
501117,182564,5,active,60.0,2023-05-29 19:25:32,
501118,452579,8,active,96.0,2023-04-28 09:37:18,
501119,364714,8,active,96.0,2023-09-28 17:15:33,
501120,140321,18,active,432.0,2024-04-26 08:47:40,
501121,170254,27,active,648.0,2023-02-27 08:23:45,
501122,302271,106,active,4664.0,2025-03-20 14:52:58,
501123,533010,12,active,288.0,2024-08-22 19:45:49,
501124,267533,35,active,840.0,2024-10-05 08:09:41,
501125,850797,7,active,84.0,2024-04-19 13:42:58,
501126,473143,9,active,108.0,2023-08-24 21:55:35,
501127,757620,202,active,15958.0,2023-07-26 09:45:42,
501128,872833,3,active,36.0,2023-05-08 13:48:58,
501129,870010,11,active,264.0,2024-03-10 10:19:56,
501130,663216,17,active,408.0,2023-12-21 10:24:47,
501131,775589,35,active,840.0,2025-03-01 14:21:26,
501132,400628,3,active,36.0,2024-03-02 14:32:57,
501133,746335,4,active,48.0,2025-08-02 03:39:16,
501134,179746,3,active,36.0,2024-01-26 09:01:23,
501135,889010,10,active,240.0,2024-11-21 09:18:13,
501136,876153,5,active,60.0,2025-03-09 16:09:37,
501137,236797,4,active,48.0,2025-04-11 20:39:09,
501138,805850,18,active,432.0,2023-10-14 13:04:05,
501139,557850,99,active,4356.0,2023-10-25 12:10:44,
501140,891033,10,active,120.0,2024-10-08 08:29:57,
501141,209357,3,active,36.0,2025-09-09 17:27:04,
501142,359909,27,active,648.0,2025-02-10 12:11:26,
501143,776288,23,active,552.0,2023-08-30 08:06:29,
501144,129145,31,active,744.0,2023-09-24 18:58:09,
501145,241116,4,active,48.0,2023-05-11 03:48:25,
501146,910761,68,active,2992.0,2025-01-19 11:04:41,
501147,188341,7,active,84.0,2024-03-18 15:44:55,
501148,323646,29,active,696.0,2024-02-01 11:46:03,
501149,108657,25,active,600.0,2025-04-11 07:55:39,
501150,557608,31,active,744.0,2025-08-13 07:43:44,
501151,516677,10,active,240.0,2025-08-24 17:26:28,
501152,189198,1,active,12.0,2024-02-20 08:37:28,
501153,114026,7,active,84.0,2025-06-21 15:48:48,
501154,416221,91,active,4004.0,2023-05-16 02:28:53,
501155,560307,3,active,36.0,2024-05-31 09:44:59,
501156,379292,76,active,3344.0,2023-02-14 08:12:37,
501157,731867,32,active,768.0,2025-05-01 17:39:46,
501158,295860,6,active,72.0,2024-03-15 09:18:40,
501159,125807,25,active,600.0,2024-06-03 16:24:58,
501160,734573,26,active,624.0,2023-02-09 09:04:09,
501161,154626,27,active,648.0,2023-12-09 14:44:55,
501162,435506,18,active,432.0,2024-08-21 15:30:52,
501163,361379,35,active,840.0,2024-01-17 08:00:39,
501164,393626,28,active,672.0,2024-06-19 08:01:58,
501165,597746,6,active,72.0,2025-04-23 09:05:36,
501166,153122,4,active,48.0,2023-05-11 08:10:39,
501167,201820,75,active,3300.0,2024-11-01 15:39:47,
501168,353111,24,active,576.0,2024-05-25 23:54:13,
501169,797764,8,active,96.0,2024-09-14 16:41:56,
501170,604126,4,active,48.0,2025-03-25 07:46:46,
501171,848451,23,active,552.0,2025-03-17 14:29:09,
501172,376850,4,active,48.0,2023-10-25 18:25:10,
501173,968217,7,active,84.0,2023-09-07 05:47:33,
501174,943858,19,active,456.0,2023-10-24 08:23:27,
501175,975101,5,active,60.0,2025-01-18 13:19:52,
501176,580725,3,active,36.0,2025-01-02 10:35:37,
501177,513019,10,active,240.0,2024-08-29 08:11:35,
501178,343808,6,active,72.0,2024-06-19 22:37:48,
501179,183180,15,active,360.0,2023-01-09 14:45:52,
501180,139506,4,active,48.0,2025-05-06 10:46:21,
501181,114128,3,active,36.0,2023-01-12 10:33:57,
501182,314615,6,active,72.0,2023-09-22 12:59:58,
501183,893484,20,active,480.0,2023-08-08 09:05:17,
501184,914638,7,active,84.0,2025-06-27 15:49:27,
501185,310258,4,active,48.0,2023-07-29 13:49:00,
501186,192010,73,active,3212.0,2025-08-22 13:53:30,
501187,618152,38,active,1672.0,2025-08-29 15:01:17,
501188,791336,21,active,504.0,2023-12-08 11:40:55,
501189,603274,3,active,36.0,2024-04-30 16:47:16,
501190,504630,11,active,264.0,2025-07-24 14:03:41,
501191,847561,7,active,84.0,2024-10-08 12:07:29,
501192,970778,25,active,600.0,2024-11-13 12:14:19,
501193,197488,17,active,408.0,2024-01-19 13:45:23,
501194,693331,3,active,36.0,2023-08-10 09:04:53,
501195,597040,6,active,72.0,2024-02-24 07:10:37,
501196,284692,36,active,864.0,2025-05-20 11:29:34,
501197,917868,6,active,72.0,2025-09-23 12:23:25,
501198,133243,2,active,24.0,2025-09-21 20:50:11,
501199,928274,20,active,480.0,2023-04-28 01:31:17,
501200,153452,8,active,96.0,2025-02-16 12:22:01,
